#group,false,false,true,true,false,false,true,true,true,true,true
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,double,string,string,string,string,string
#default,mean,,,,,,,,,,
,result,table,_start,_stop,_time,_value,_field,_measurement,host,name,type
,,0,2021-05-01T12:31:40Z,2021-05-31T13:31:40Z,2021-05-01T14:05:10Z,6.274210153087493,Current B Phase,modbus,ubuntu,Energymeter 1,holding_register
,,0,2021-05-01T12:31:40Z,2021-05-31T13:31:40Z,2021-05-01T16:05:20Z,6.295025747033614,Current B Phase,modbus,ubuntu,Energymeter 1,holding_register
,,0,2021-05-01T12:31:40Z,2021-05-31T13:31:40Z,2021-05-01T18:05:30Z,6.312761843958987,Current B Phase,modbus,ubuntu,Energymeter 1,holding_register
,,0,2021-05-01T12:31:40Z,2021-05-31T13:31:40Z,2021-05-01T20:05:40Z,6.283504556726526,Current B Phase,modbus,ubuntu,Energymeter 1,holding_register
,,0,2021-05-01T12:31:40Z,2021-05-31T13:31:40Z,2021-05-01T22:05:50Z,6.295449030399323,Current B Phase,modbus,ubuntu,Energymeter 1,holding_register
,,0,2021-05-01T12:31:40Z,2021-05-31T13:31:40Z,2021-05-02T00:06:00Z,6.27974123954773,Current B Phase,modbus,ubuntu,Energymeter 1,holding_register
,,0,2021-05-01T12:31:40Z,2021-05-31T13:31:40Z,2021-05-02T02:06:10Z,5.744423168897629,Current B Phase,modbus,ubuntu,Energymeter 1,holding_register
,,0,2021-05-01T12:31:40Z,2021-05-31T13:31:40Z,2021-05-02T04:06:20Z,3.289115658402443,Current B Phase,modbus,ubuntu,Energymeter 1,holding_register
,,0,2021-05-01T12:31:40Z,2021-05-31T13:31:40Z,2021-05-02T06:06:30Z,3.5123941153287888,Current B Phase,modbus,ubuntu,Energymeter 1,holding_register
,,0,2021-05-01T12:31:40Z,2021-05-31T13:31:40Z,2021-05-02T08:06:40Z,3.57236538304911,Current B Phase,modbus,ubuntu,Energymeter 1,holding_register
,,0,2021-05-01T12:31:40Z,2021-05-31T13:31:40Z,2021-05-02T10:06:50Z,3.6657615512609483,Current B Phase,modbus,ubuntu,Energymeter 1,holding_register
,,0,2021-05-01T12:31:40Z,2021-05-31T13:31:40Z,2021-05-02T12:07:00Z,3.4718228042125703,Current B Phase,modbus,ubuntu,Energymeter 1,holding_register
,,0,2021-05-01T12:31:40Z,2021-05-31T13:31:40Z,2021-05-02T14:07:10Z,5.35014792430548,Current B Phase,modbus,ubuntu,Energymeter 1,holding_register
,,0,2021-05-01T12:31:40Z,2021-05-31T13:31:40Z,2021-05-02T16:07:20Z,5.551667034626007,Current B Phase,modbus,ubuntu,Energymeter 1,holding_register
,,0,2021-05-01T12:31:40Z,2021-05-31T13:31:40Z,2021-05-02T18:07:30Z,6.986357307434082,Current B Phase,modbus,ubuntu,Energymeter 1,holding_register
,,0,2021-05-01T12:31:40Z,2021-05-31T13:31:40Z,2021-05-02T20:07:40Z,6.756732017179079,Current B Phase,modbus,ubuntu,Energymeter 1,holding_register
,,0,2021-05-01T12:31:40Z,2021-05-31T13:31:40Z,2021-05-02T22:07:50Z,7.6561963081359865,Current B Phase,modbus,ubuntu,Energymeter 1,holding_register
,,0,2021-05-01T12:31:40Z,2021-05-31T13:31:40Z,2021-05-03T00:08:00Z,7.619128113985061,Current B Phase,modbus,ubuntu,Energymeter 1,holding_register
,,0,2021-05-01T12:31:40Z,2021-05-31T13:31:40Z,2021-05-03T02:08:10Z,8.329306741304036,Current B Phase,modbus,ubuntu,Energymeter 1,holding_register
,,0,2021-05-01T12:31:40Z,2021-05-31T13:31:40Z,2021-05-03T04:08:20Z,7.281600171327591,Current B Phase,modbus,ubuntu,Energymeter 1,holding_register
,,0,2021-05-01T12:31:40Z,2021-05-31T13:31:40Z,2021-05-03T06:08:30Z,15.050825107097626,Current B Phase,modbus,ubuntu,Energymeter 1,holding_register
,,0,2021-05-01T12:31:40Z,2021-05-31T13:31:40Z,2021-05-03T08:08:40Z,15.473797586229113,Current B Phase,modbus,ubuntu,Energymeter 1,holding_register
,,0,2021-05-01T12:31:40Z,2021-05-31T13:31:40Z,2021-05-03T10:08:50Z,14.252064263820648,Current B Phase,modbus,ubuntu,Energymeter 1,holding_register
,,0,2021-05-01T12:31:40Z,2021-05-31T13:31:40Z,2021-05-03T12:09:00Z,19.672491240501405,Current B Phase,modbus,ubuntu,Energymeter 1,holding_register
,,0,2021-05-01T12:31:40Z,2021-05-31T13:31:40Z,2021-05-03T14:09:10Z,20.338898098468782,Current B Phase,modbus,ubuntu,Energymeter 1,holding_register
,,0,2021-05-01T12:31:40Z,2021-05-31T13:31:40Z,2021-05-03T16:09:20Z,13.890514934062958,Current B Phase,modbus,ubuntu,Energymeter 1,holding_register
,,0,2021-05-01T12:31:40Z,2021-05-31T13:31:40Z,2021-05-03T18:09:30Z,9.923165583610535,Current B Phase,modbus,ubuntu,Energymeter 1,holding_register
,,0,2021-05-01T12:31:40Z,2021-05-31T13:31:40Z,2021-05-03T20:09:40Z,10.060331058502197,Current B Phase,modbus,ubuntu,Energymeter 1,holding_register
,,0,2021-05-01T12:31:40Z,2021-05-31T13:31:40Z,2021-05-03T22:09:50Z,10.051564796061456,Current B Phase,modbus,ubuntu,Energymeter 1,holding_register
,,0,2021-05-01T12:31:40Z,2021-05-31T13:31:40Z,2021-05-04T00:10:00Z,10.006611680984497,Current B Phase,modbus,ubuntu,Energymeter 1,holding_register
,,0,2021-05-01T12:31:40Z,2021-05-31T13:31:40Z,2021-05-04T02:10:10Z,11.72843121893612,Current B Phase,modbus,ubuntu,Energymeter 1,holding_register
