#group,false,false,true,true,false,false,true,true,true,true,true
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,double,string,string,string,string,string
#default,mean,,,,,,,,,,
,result,table,_start,_stop,_time,_value,_field,_measurement,host,name,type
,,0,2021-05-01T12:31:40Z,2021-05-31T13:31:40Z,2021-05-01T14:05:10Z,52.462743574573146,Current B Phase,modbus,ubuntu,Energymeter 2,holding_register
,,0,2021-05-01T12:31:40Z,2021-05-31T13:31:40Z,2021-05-01T16:05:20Z,52.73276391029358,Current B Phase,modbus,ubuntu,Energymeter 2,holding_register
,,0,2021-05-01T12:31:40Z,2021-05-31T13:31:40Z,2021-05-01T18:05:30Z,50.03914127349854,Current B Phase,modbus,ubuntu,Energymeter 2,holding_register
,,0,2021-05-01T12:31:40Z,2021-05-31T13:31:40Z,2021-05-01T20:05:40Z,53.12213073542089,Current B Phase,modbus,ubuntu,Energymeter 2,holding_register
,,0,2021-05-01T12:31:40Z,2021-05-31T13:31:40Z,2021-05-01T22:05:50Z,53.65955946717081,Current B Phase,modbus,ubuntu,Energymeter 2,holding_register
,,0,2021-05-01T12:31:40Z,2021-05-31T13:31:40Z,2021-05-02T00:06:00Z,52.24337601661682,Current B Phase,modbus,ubuntu,Energymeter 2,holding_register
,,0,2021-05-01T12:31:40Z,2021-05-31T13:31:40Z,2021-05-02T02:06:10Z,57.749099876307234,Current B Phase,modbus,ubuntu,Energymeter 2,holding_register
,,0,2021-05-01T12:31:40Z,2021-05-31T13:31:40Z,2021-05-02T04:06:20Z,69.17641324996949,Current B Phase,modbus,ubuntu,Energymeter 2,holding_register
,,0,2021-05-01T12:31:40Z,2021-05-31T13:31:40Z,2021-05-02T06:06:30Z,72.62165274620057,Current B Phase,modbus,ubuntu,Energymeter 2,holding_register
,,0,2021-05-01T12:31:40Z,2021-05-31T13:31:40Z,2021-05-02T08:06:40Z,64.85810627937317,Current B Phase,modbus,ubuntu,Energymeter 2,holding_register
,,0,2021-05-01T12:31:40Z,2021-05-31T13:31:40Z,2021-05-02T10:06:50Z,66.49860258102417,Current B Phase,modbus,ubuntu,Energymeter 2,holding_register
,,0,2021-05-01T12:31:40Z,2021-05-31T13:31:40Z,2021-05-02T12:07:00Z,64.8122486114502,Current B Phase,modbus,ubuntu,Energymeter 2,holding_register
,,0,2021-05-01T12:31:40Z,2021-05-31T13:31:40Z,2021-05-02T14:07:10Z,63.81628790019471,Current B Phase,modbus,ubuntu,Energymeter 2,holding_register
,,0,2021-05-01T12:31:40Z,2021-05-31T13:31:40Z,2021-05-02T16:07:20Z,60.562255859375,Current B Phase,modbus,ubuntu,Energymeter 2,holding_register
,,0,2021-05-01T12:31:40Z,2021-05-31T13:31:40Z,2021-05-02T18:07:30Z,61.39957942962646,Current B Phase,modbus,ubuntu,Energymeter 2,holding_register
,,0,2021-05-01T12:31:40Z,2021-05-31T13:31:40Z,2021-05-02T20:07:40Z,58.405695581436156,Current B Phase,modbus,ubuntu,Energymeter 2,holding_register
,,0,2021-05-01T12:31:40Z,2021-05-31T13:31:40Z,2021-05-02T22:07:50Z,55.6228856919687,Current B Phase,modbus,ubuntu,Energymeter 2,holding_register
,,0,2021-05-01T12:31:40Z,2021-05-31T13:31:40Z,2021-05-03T00:08:00Z,59.87195687294006,Current B Phase,modbus,ubuntu,Energymeter 2,holding_register
,,0,2021-05-01T12:31:40Z,2021-05-31T13:31:40Z,2021-05-03T02:08:10Z,99.0364016532898,Current B Phase,modbus,ubuntu,Energymeter 2,holding_register
,,0,2021-05-01T12:31:40Z,2021-05-31T13:31:40Z,2021-05-03T04:08:20Z,133.61026916503906,Current B Phase,modbus,ubuntu,Energymeter 2,holding_register
,,0,2021-05-01T12:31:40Z,2021-05-31T13:31:40Z,2021-05-03T06:08:30Z,175.1738452911377,Current B Phase,modbus,ubuntu,Energymeter 2,holding_register
,,0,2021-05-01T12:31:40Z,2021-05-31T13:31:40Z,2021-05-03T08:08:40Z,152.87088163399403,Current B Phase,modbus,ubuntu,Energymeter 2,holding_register
,,0,2021-05-01T12:31:40Z,2021-05-31T13:31:40Z,2021-05-03T10:08:50Z,164.97404699325563,Current B Phase,modbus,ubuntu,Energymeter 2,holding_register
,,0,2021-05-01T12:31:40Z,2021-05-31T13:31:40Z,2021-05-03T12:09:00Z,213.73549556732178,Current B Phase,modbus,ubuntu,Energymeter 2,holding_register
,,0,2021-05-01T12:31:40Z,2021-05-31T13:31:40Z,2021-05-03T14:09:10Z,241.5392116112045,Current B Phase,modbus,ubuntu,Energymeter 2,holding_register
,,0,2021-05-01T12:31:40Z,2021-05-31T13:31:40Z,2021-05-03T16:09:20Z,262.37408775619315,Current B Phase,modbus,ubuntu,Energymeter 2,holding_register
,,0,2021-05-01T12:31:40Z,2021-05-31T13:31:40Z,2021-05-03T18:09:30Z,247.99375896453859,Current B Phase,modbus,ubuntu,Energymeter 2,holding_register
,,0,2021-05-01T12:31:40Z,2021-05-31T13:31:40Z,2021-05-03T20:09:40Z,261.30804250210144,Current B Phase,modbus,ubuntu,Energymeter 2,holding_register
,,0,2021-05-01T12:31:40Z,2021-05-31T13:31:40Z,2021-05-03T22:09:50Z,258.55189301696004,Current B Phase,modbus,ubuntu,Energymeter 2,holding_register
,,0,2021-05-01T12:31:40Z,2021-05-31T13:31:40Z,2021-05-04T00:10:00Z,262.02975883483884,Current B Phase,modbus,ubuntu,Energymeter 2,holding_register
,,0,2021-05-01T12:31:40Z,2021-05-31T13:31:40Z,2021-05-04T02:10:10Z,266.21322876730085,Current B Phase,modbus,ubuntu,Energymeter 2,holding_register
,,0,2021-05-01T12:31:40Z,2021-05-31T13:31:40Z,2021-05-04T04:10:20Z,198.60658274905782,Current B Phase,modbus,ubuntu,Energymeter 2,holding_register
,,0,2021-05-01T12:31:40Z,2021-05-31T13:31:40Z,2021-05-04T06:10:30Z,256.08799324035647,Current B Phase,modbus,ubuntu,Energymeter 2,holding_register
,,0,2021-05-01T12:31:40Z,2021-05-31T13:31:40Z,2021-05-04T08:10:40Z,281.4235651016235,Current B Phase,modbus,ubuntu,Energymeter 2,holding_register
,,0,2021-05-01T12:31:40Z,2021-05-31T13:31:40Z,2021-05-04T10:10:50Z,290.7866910934448,Current B Phase,modbus,ubuntu,Energymeter 2,holding_register
,,0,2021-05-01T12:31:40Z,2021-05-31T13:31:40Z,2021-05-04T12:11:00Z,299.0018547905816,Current B Phase,modbus,ubuntu,Energymeter 2,holding_register
,,0,2021-05-01T12:31:40Z,2021-05-31T13:31:40Z,2021-05-04T14:11:10Z,286.6205411911011,Current B Phase,modbus,ubuntu,Energymeter 2,holding_register
,,0,2021-05-01T12:31:40Z,2021-05-31T13:31:40Z,2021-05-04T16:11:20Z,281.3605613708496,Current B Phase,modbus,ubuntu,Energymeter 2,holding_register
,,0,2021-05-01T12:31:40Z,2021-05-31T13:31:40Z,2021-05-04T18:11:30Z,272.4489877700806,Current B Phase,modbus,ubuntu,Energymeter 2,holding_register
