#group,false,false,true,true,false,false,true,true,true,true,true
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,double,string,string,string,string,string
#default,mean,,,,,,,,,,
,result,table,_start,_stop,_time,_value,_field,_measurement,host,name,type
,,0,2021-07-01T12:31:40Z,2021-07-31T13:31:40Z,2021-07-01T14:07:00Z,6.776193328201771,Current B Phase,modbus,ubuntu,Energymeter 4,holding_register
,,0,2021-07-01T12:31:40Z,2021-07-31T13:31:40Z,2021-07-01T16:07:10Z,6.1195039540529255,Current B Phase,modbus,ubuntu,Energymeter 4,holding_register
,,0,2021-07-01T12:31:40Z,2021-07-31T13:31:40Z,2021-07-01T18:07:20Z,7.018490383028984,Current B Phase,modbus,ubuntu,Energymeter 4,holding_register
,,0,2021-07-01T12:31:40Z,2021-07-31T13:31:40Z,2021-07-01T20:07:30Z,9.327597599995288,Current B Phase,modbus,ubuntu,Energymeter 4,holding_register
,,0,2021-07-01T12:31:40Z,2021-07-31T13:31:40Z,2021-07-01T22:07:40Z,8.345539009571075,Current B Phase,modbus,ubuntu,Energymeter 4,holding_register
,,0,2021-07-01T12:31:40Z,2021-07-31T13:31:40Z,2021-07-02T00:07:50Z,7.560654592514038,Current B Phase,modbus,ubuntu,Energymeter 4,holding_register
,,0,2021-07-01T12:31:40Z,2021-07-31T13:31:40Z,2021-07-02T02:08:00Z,7.974627235531807,Current B Phase,modbus,ubuntu,Energymeter 4,holding_register
,,0,2021-07-01T12:31:40Z,2021-07-31T13:31:40Z,2021-07-02T04:08:10Z,7.420691445469856,Current B Phase,modbus,ubuntu,Energymeter 4,holding_register
,,0,2021-07-01T12:31:40Z,2021-07-31T13:31:40Z,2021-07-02T06:08:20Z,8.113189079143384,Current B Phase,modbus,ubuntu,Energymeter 4,holding_register
,,0,2021-07-01T12:31:40Z,2021-07-31T13:31:40Z,2021-07-02T08:08:30Z,8.679549741744996,Current B Phase,modbus,ubuntu,Energymeter 4,holding_register
,,0,2021-07-01T12:31:40Z,2021-07-31T13:31:40Z,2021-07-02T10:08:40Z,10.352498000860214,Current B Phase,modbus,ubuntu,Energymeter 4,holding_register
,,0,2021-07-01T12:31:40Z,2021-07-31T13:31:40Z,2021-07-02T12:08:50Z,11.332460951805114,Current B Phase,modbus,ubuntu,Energymeter 4,holding_register
,,0,2021-07-01T12:31:40Z,2021-07-31T13:31:40Z,2021-07-02T14:09:00Z,10.16149468421936,Current B Phase,modbus,ubuntu,Energymeter 4,holding_register
,,0,2021-07-01T12:31:40Z,2021-07-31T13:31:40Z,2021-07-02T16:09:10Z,9.812436190247535,Current B Phase,modbus,ubuntu,Energymeter 4,holding_register
,,0,2021-07-01T12:31:40Z,2021-07-31T13:31:40Z,2021-07-02T18:09:20Z,8.804736199975014,Current B Phase,modbus,ubuntu,Energymeter 4,holding_register
,,0,2021-07-01T12:31:40Z,2021-07-31T13:31:40Z,2021-07-02T20:09:30Z,11.693989562988282,Current B Phase,modbus,ubuntu,Energymeter 4,holding_register
,,0,2021-07-01T12:31:40Z,2021-07-31T13:31:40Z,2021-07-02T22:09:40Z,10.104547369480134,Current B Phase,modbus,ubuntu,Energymeter 4,holding_register
,,0,2021-07-01T12:31:40Z,2021-07-31T13:31:40Z,2021-07-03T00:09:50Z,11.5304951020229,Current B Phase,modbus,ubuntu,Energymeter 4,holding_register
,,0,2021-07-01T12:31:40Z,2021-07-31T13:31:40Z,2021-07-03T02:10:00Z,11.302816370129586,Current B Phase,modbus,ubuntu,Energymeter 4,holding_register
,,0,2021-07-01T12:31:40Z,2021-07-31T13:31:40Z,2021-07-03T04:10:10Z,11.612359374761581,Current B Phase,modbus,ubuntu,Energymeter 4,holding_register
,,0,2021-07-01T12:31:40Z,2021-07-31T13:31:40Z,2021-07-03T06:10:20Z,13.031079387664795,Current B Phase,modbus,ubuntu,Energymeter 4,holding_register
,,0,2021-07-01T12:31:40Z,2021-07-31T13:31:40Z,2021-07-03T08:10:30Z,12.331285846233367,Current B Phase,modbus,ubuntu,Energymeter 4,holding_register
,,0,2021-07-01T12:31:40Z,2021-07-31T13:31:40Z,2021-07-03T10:10:40Z,11.469827499985694,Current B Phase,modbus,ubuntu,Energymeter 4,holding_register
,,0,2021-07-01T12:31:40Z,2021-07-31T13:31:40Z,2021-07-03T12:10:50Z,8.608915975689888,Current B Phase,modbus,ubuntu,Energymeter 4,holding_register
,,0,2021-07-01T12:31:40Z,2021-07-31T13:31:40Z,2021-07-03T14:11:00Z,6.936192065477371,Current B Phase,modbus,ubuntu,Energymeter 4,holding_register
,,0,2021-07-01T12:31:40Z,2021-07-31T13:31:40Z,2021-07-03T16:11:10Z,8.047275811433792,Current B Phase,modbus,ubuntu,Energymeter 4,holding_register
,,0,2021-07-01T12:31:40Z,2021-07-31T13:31:40Z,2021-07-03T18:11:20Z,10.052326373112054,Current B Phase,modbus,ubuntu,Energymeter 4,holding_register
,,0,2021-07-01T12:31:40Z,2021-07-31T13:31:40Z,2021-07-03T20:11:30Z,11.156045192480088,Current B Phase,modbus,ubuntu,Energymeter 4,holding_register
,,0,2021-07-01T12:31:40Z,2021-07-31T13:31:40Z,2021-07-03T22:11:40Z,10.450463059582288,Current B Phase,modbus,ubuntu,Energymeter 4,holding_register
,,0,2021-07-01T12:31:40Z,2021-07-31T13:31:40Z,2021-07-04T00:11:50Z,11.277309036254882,Current B Phase,modbus,ubuntu,Energymeter 4,holding_register
,,0,2021-07-01T12:31:40Z,2021-07-31T13:31:40Z,2021-07-04T02:12:00Z,8.231134721636773,Current B Phase,modbus,ubuntu,Energymeter 4,holding_register
,,0,2021-07-01T12:31:40Z,2021-07-31T13:31:40Z,2021-07-04T04:12:10Z,7.884359721896015,Current B Phase,modbus,ubuntu,Energymeter 4,holding_register
,,0,2021-07-01T12:31:40Z,2021-07-31T13:31:40Z,2021-07-04T06:12:20Z,8.15632945895195,Current B Phase,modbus,ubuntu,Energymeter 4,holding_register
,,0,2021-07-01T12:31:40Z,2021-07-31T13:31:40Z,2021-07-04T08:12:30Z,8.593832814693451,Current B Phase,modbus,ubuntu,Energymeter 4,holding_register
,,0,2021-07-01T12:31:40Z,2021-07-31T13:31:40Z,2021-07-04T10:12:40Z,5.7350106060504915,Current B Phase,modbus,ubuntu,Energymeter 4,holding_register
,,0,2021-07-01T12:31:40Z,2021-07-31T13:31:40Z,2021-07-04T12:12:50Z,5.35146024197708,Current B Phase,modbus,ubuntu,Energymeter 4,holding_register
,,0,2021-07-01T12:31:40Z,2021-07-31T13:31:40Z,2021-07-04T14:13:00Z,5.565181550383568,Current B Phase,modbus,ubuntu,Energymeter 4,holding_register
,,0,2021-07-01T12:31:40Z,2021-07-31T13:31:40Z,2021-07-04T16:13:10Z,5.415792688727379,Current B Phase,modbus,ubuntu,Energymeter 4,holding_register
,,0,2021-07-01T12:31:40Z,2021-07-31T13:31:40Z,2021-07-04T18:13:20Z,5.363783523440361,Current B Phase,modbus,ubuntu,Energymeter 4,holding_register
,,0,2021-07-01T12:31:40Z,2021-07-31T13:31:40Z,2021-07-04T20:13:30Z,4.678707107712951,Current B Phase,modbus,ubuntu,Energymeter 4,holding_register
,,0,2021-07-01T12:31:40Z,2021-07-31T13:31:40Z,2021-07-04T22:13:40Z,5.584347054362297,Current B Phase,modbus,ubuntu,Energymeter 4,holding_register
