#group,false,false,true,true,false,false,true,true,true,true,true
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,double,string,string,string,string,string
#default,mean,,,,,,,,,,
,result,table,_start,_stop,_time,_value,_field,_measurement,host,name,type
,,0,2021-07-01T12:31:40Z,2021-07-31T13:31:40Z,2021-07-01T14:07:00Z,270.07006907463074,Current B Phase,modbus,ubuntu,Energymeter 2,holding_register
,,0,2021-07-01T12:31:40Z,2021-07-31T13:31:40Z,2021-07-01T16:07:10Z,231.89216346740722,Current B Phase,modbus,ubuntu,Energymeter 2,holding_register
,,0,2021-07-01T12:31:40Z,2021-07-31T13:31:40Z,2021-07-01T18:07:20Z,78.69591717720031,Current B Phase,modbus,ubuntu,Energymeter 2,holding_register
,,0,2021-07-01T12:31:40Z,2021-07-31T13:31:40Z,2021-07-01T20:07:30Z,82.45765771865845,Current B Phase,modbus,ubuntu,Energymeter 2,holding_register
,,0,2021-07-01T12:31:40Z,2021-07-31T13:31:40Z,2021-07-01T22:07:40Z,75.11165609359742,Current B Phase,modbus,ubuntu,Energymeter 2,holding_register
,,0,2021-07-01T12:31:40Z,2021-07-31T13:31:40Z,2021-07-02T00:07:50Z,96.58848328590393,Current B Phase,modbus,ubuntu,Energymeter 2,holding_register
,,0,2021-07-01T12:31:40Z,2021-07-31T13:31:40Z,2021-07-02T02:08:00Z,167.8546003341675,Current B Phase,modbus,ubuntu,Energymeter 2,holding_register
,,0,2021-07-01T12:31:40Z,2021-07-31T13:31:40Z,2021-07-02T04:08:10Z,214.21848678588867,Current B Phase,modbus,ubuntu,Energymeter 2,holding_register
,,0,2021-07-01T12:31:40Z,2021-07-31T13:31:40Z,2021-07-02T06:08:20Z,189.01413049697877,Current B Phase,modbus,ubuntu,Energymeter 2,holding_register
,,0,2021-07-01T12:31:40Z,2021-07-31T13:31:40Z,2021-07-02T08:08:30Z,181.84341945648194,Current B Phase,modbus,ubuntu,Energymeter 2,holding_register
,,0,2021-07-01T12:31:40Z,2021-07-31T13:31:40Z,2021-07-02T10:08:40Z,174.0489806175232,Current B Phase,modbus,ubuntu,Energymeter 2,holding_register
,,0,2021-07-01T12:31:40Z,2021-07-31T13:31:40Z,2021-07-02T12:08:50Z,277.1395709991455,Current B Phase,modbus,ubuntu,Energymeter 2,holding_register
,,0,2021-07-01T12:31:40Z,2021-07-31T13:31:40Z,2021-07-02T14:09:00Z,273.5751300811768,Current B Phase,modbus,ubuntu,Energymeter 2,holding_register
,,0,2021-07-01T12:31:40Z,2021-07-31T13:31:40Z,2021-07-02T16:09:10Z,254.03471755981445,Current B Phase,modbus,ubuntu,Energymeter 2,holding_register
,,0,2021-07-01T12:31:40Z,2021-07-31T13:31:40Z,2021-07-02T18:09:20Z,211.70880222320557,Current B Phase,modbus,ubuntu,Energymeter 2,holding_register
,,0,2021-07-01T12:31:40Z,2021-07-31T13:31:40Z,2021-07-02T20:09:30Z,226.87566887577879,Current B Phase,modbus,ubuntu,Energymeter 2,holding_register
,,0,2021-07-01T12:31:40Z,2021-07-31T13:31:40Z,2021-07-02T22:09:40Z,235.169866302867,Current B Phase,modbus,ubuntu,Energymeter 2,holding_register
,,0,2021-07-01T12:31:40Z,2021-07-31T13:31:40Z,2021-07-03T00:09:50Z,241.58567771428747,Current B Phase,modbus,ubuntu,Energymeter 2,holding_register
,,0,2021-07-01T12:31:40Z,2021-07-31T13:31:40Z,2021-07-03T02:10:00Z,236.18986740112305,Current B Phase,modbus,ubuntu,Energymeter 2,holding_register
